numerical_id,idiom,idiom_literal_translation,idiomatic_meaning,idiomatic_meaning_translation,familiarity,sd_familiarity,n_familiarity,knowledge,sd_knowledge,n_knowledge,knowledge_%,decomposability,n_decomposability,literality,sd_literality,n_literality,predictability_%,n_predictability,valence,sd_valence,n_valence,arousal,sd_arousal,n_arousal,length_in_letters,length_in_words
1116,Tener cuerda para rato,To have rope for a while,Durar o vivir mucho tiempo,Lasting or living a long time,3.7,1.838,20,5.3,2.155,20,85.0,0.5217391304347826,23,4.782608695652174,1.833,23,47.82608695652174,23,4.277777777777778,1.018,18,4.083333333333333,1.84,24,19,4
1117,Tener delito,To have a crime,Algo es muy criticable o reprobable,Something is highly criticizable or reproachable,4.318181818181818,2.079,22,4.863636363636363,2.232,22,77.27272727272727,0.5357142857142857,28,4.388888888888889,2.033,18,0.0,19,2.3181818181818183,1.041,22,3.5454545454545454,1.683,22,11,2
1118,Tener diarrea mental,To have mental diarrhea,Ausencia de lógica en el razonamiento,Lack of logic in reasoning,2.6666666666666665,2.129,21,4.066666666666666,2.017,15,53.333333333333336,0.3076923076923077,26,1.6842105263157894,1.25,19,5.0,20,1.6666666666666667,0.816,24,3.3333333333333335,2.114,18,18,3
1119,Tener dos dedos de frente,To have two fingers of front,Ser sensato,Being sensible,6.48,0.918,25,6.523809523809524,1.365,21,85.71428571428571,0.21739130434782608,23,3.6666666666666665,2.036,24,85.0,20,6.318181818181818,1.086,22,4.2272727272727275,1.541,22,21,5
1120,Tener el corazón de piedra,To have a heart of stone,Ser insensible,Being insensitive,5.333333333333333,1.77,21,6.666666666666667,0.73,20,95.23809523809523,0.7142857142857143,21,2.409090909090909,1.894,22,38.88888888888889,18,1.8095238095238095,0.873,22,3.56,2.083,25,22,5
1121,Tener el corazón en un puño,To have a heart in a fist,Estado de angustia,State of anguish,5.233333333333333,1.755,30,5.809523809523809,1.778,21,95.23809523809523,0.5384615384615384,26,2.4285714285714284,1.832,21,60.0,20,1.8571428571428572,0.705,28,5.071428571428571,2.124,28,22,6
1122,Tener el diablo en el cuerpo,To have the devil in your body,Ser muy inquieto,Being very restless,2.7096774193548385,1.792,31,3.9047619047619047,2.119,21,4.761904761904762,0.21739130434782608,23,3.409090909090909,2.108,22,31.57894736842105,19,1.7,1.302,20,4.105263157894737,2.233,19,23,6
1123,Tener el estómago lleno,To have a full stomach,Estar saciado,Being satiated,5.7407407407407405,1.992,27,5.809523809523809,1.887,21,80.95238095238095,0.96,25,6.407407407407407,1.047,27,33.33333333333333,21,4.904761904761905,1.578,21,2.55,1.395,20,20,4
1124,Tener el guapo subido,To have the handsome up,Presumido,Presumptuous,4.709677419354839,2.085,31,3.5714285714285716,2.315,21,66.66666666666666,0.9285714285714286,28,3.238095238095238,1.729,21,83.33333333333334,18,4.294117647058823,2.173,17,4.75,1.65,20,18,4
1125,Tener la cabeza bien amueblada,To have a well-furnished head,"Persona organizada, sensata e inteligente","Organized, sensible and intelligent person",5.870967741935484,1.586,31,6.476190476190476,0.68,21,100.0,0.8260869565217391,23,2.909090909090909,1.95,22,35.0,20,6.666666666666667,0.577,21,3.6363636363636362,2.237,22,26,5
1126,Tener la cabeza como un bombo,To have the head like a bass drum,Causar dolor de cabeza por insistencia,Causing headache by insistence,6.083333333333333,1.213,24,5.684210526315789,1.827,19,73.68421052631578,0.56,25,2.227272727272727,1.824,22,76.19047619047619,21,1.8518518518518519,0.718,27,3.6,2.01,20,24,6
1127,Tener la cabeza como una bola de billar,To have the head like a billiard ball,Estar calvo,Being bald,3.55,1.638,20,5.35,2.084,20,55.00000000000001,0.7857142857142857,28,4.434782608695652,2.212,23,55.55555555555556,18,2.357142857142857,0.842,14,2.391304347826087,1.234,23,32,8
1128,Tener la cabeza cuadrada,To have a square head,Ser poco flexible (testarudo),Being inflexible (stubborn),4.5,2.043,24,5.473684210526316,1.954,19,84.21052631578947,0.39285714285714285,28,2.772727272727273,1.926,22,0.0,21,2.423076923076923,1.391,26,2.6842105263157894,1.416,19,21,4
1129,Tener la cabeza en las nubes,To have your head in the clouds,Estar despistado,Being absent-minded,6.5,0.889,20,6.65,0.587,20,100.0,0.4166666666666667,24,3.1739130434782608,2.103,23,64.70588235294117,17,2.888888888888889,1.568,18,2.64,1.114,25,23,6
1130,Tener la cabeza en su sitio,To have your head in place,Actuar con madurez y cordura,Acting with maturity and sanity,6.333333333333333,0.73,21,6.6,0.91,15,100.0,0.8695652173913043,23,4.666666666666667,2.176,21,80.0,20,6.0,0.981,28,3.9130434782608696,1.857,23,22,6
1131,Tener la cabeza hueca,To have a hollow head,Tener poco juicio,Having poor judgment,5.16,1.491,25,6.380952380952381,1.203,21,100.0,0.7142857142857143,28,2.875,1.985,24,14.285714285714285,21,1.6818181818181819,0.945,22,2.409090909090909,1.098,22,18,4
1132,Tener la cabeza sobre los hombros,Having your head on your shoulders,Ser una persona madura,Being a mature person,5.0,1.911,24,5.842105263157895,1.803,19,83.33333333333334,0.23809523809523808,21,6.409090909090909,1.26,22,78.26086956521739,23,5.961538461538462,0.999,26,3.9444444444444446,1.893,18,28,6
1133,Tener la fiesta en paz,To have a peaceful party,No tener problemas,Having no problems,6.0,0.949,21,6.333333333333333,1.345,15,93.33333333333333,0.9130434782608695,23,4.714285714285714,2.004,21,65.0,20,5.178571428571429,1.219,28,2.739130434782609,1.602,23,18,5
1134,Tener la lengua afilada,To have a sharp tongue,Persona que habla mal de los demás,A person who speaks ill of others,3.3333333333333335,1.592,21,4.666666666666667,2.582,15,46.666666666666664,0.39285714285714285,28,3.15,2.323,20,7.894736842105263,19,2.36,0.952,25,3.625,1.857,16,20,4
1135,Tener la lengua larga,To have a long tongue,Propenso a hablar de más,Prone to talk too much,4.571428571428571,1.72,21,6.5,0.688,20,100.0,0.391304347826087,23,3.869565217391304,2.399,23,50.0,19,1.7619047619047619,0.831,21,3.8636363636363638,1.583,22,18,4
1136,Tener la mano larga,To have a long hand,Le gusta robar,Likes to steal,5.5,1.566,22,5.590909090909091,2.085,22,63.63636363636363,0.5384615384615384,26,4.833333333333333,2.149,18,15.0,20,1.5833333333333333,0.776,24,3.3076923076923075,2.055,26,16,4
1137,Tener la mosca detrás de la oreja,To have the fly behind your ear,Estar receloso o precavido,Being suspicious or cautious,4.291666666666667,2.349,24,6.315789473684211,0.946,19,78.94736842105263,0.08695652173913043,23,5.523809523809524,1.834,21,85.0,20,2.3846153846153846,0.983,26,3.65,2.007,20,27,7
1138,Tener la pelota en tu tejado,To have the ball in your roof,Momento en el que toca actuar,Time to act,3.5238095238095237,1.861,21,5.0,2.104,15,46.666666666666664,0.2,30,5.9,1.917,20,47.82608695652174,23,5.0,1.508,23,4.0,1.864,20,23,6
1139,Tener la piel muy fina,To have a very thin skin,Ser muy susceptible,Being very touchy,4.0,2.295,31,3.6666666666666665,2.415,21,61.904761904761905,0.5416666666666666,24,5.857142857142857,1.014,21,30.0,20,3.75,1.693,16,2.4761904761904763,1.47,21,18,5
1140,Tener la sartén por el mango,To have the frying pan by the handle,Ser dueño de la situación,Being in control of the situation,4.9,1.804,20,6.85,0.366,20,90.0,0.45454545454545453,22,6.217391304347826,1.204,23,85.0,20,6.388888888888889,0.698,18,4.84,1.463,25,23,6
1141,Tener la sensibilidad a flor de piel,To be sensitive to the surface of your skin,Estar muy sensible,Being very sensitive,3.55,2.114,20,6.25,1.251,20,100.0,0.782608695652174,23,3.217391304347826,1.976,23,94.73684210526315,19,3.3333333333333335,1.188,18,4.6,1.732,25,30,7
1142,Tener las espaldas anchas,Having a broad back,Ser capaz de aguantar cualquier contratiempo,Being able to withstand any setback,2.5714285714285716,1.709,28,1.7894736842105263,1.619,19,5.263157894736842,0.20833333333333334,24,4.875,2.247,16,15.0,20,4.230769230769231,1.641,13,3.111111111111111,1.183,18,22,4
1143,Tener las manos atadas,Having your hands tied,Tener grandes limitaciones para hacer algo,Having great limitations to do something,4.25,1.993,28,6.421052631578948,1.071,19,100.0,0.8260869565217391,23,5.7368421052631575,1.695,19,22.22222222222222,18,2.0,1.0,19,3.16,2.055,25,19,4
1144,Tener lengua viperina,Having a viperous tongue,Ser murmurador y maldiciente,To be a gossiper and backbiter,3.0454545454545454,2.478,22,4.0,2.637,22,50.0,0.13043478260869565,23,3.7058823529411766,1.863,17,5.0,20,1.6111111111111112,0.916,18,3.8,2.242,15,19,3
1145,Tener los días contados,To have one's days numbered,Estar próximo al fin,Being close to the end,5.178571428571429,1.679,28,6.526315789473684,0.697,19,94.73684210526315,1.0,28,5.7894736842105265,1.584,19,82.6086956521739,23,1.263157894736842,0.562,19,3.4615384615384617,2.42,26,20,4
1146,Tener los pies en la tierra,To have one's feet on the ground,Actuar con raciocinio y precaución,Acting with reason and caution,6.333333333333333,1.155,21,6.476190476190476,0.873,20,76.19047619047619,0.34782608695652173,23,5.454545454545454,1.969,22,65.0,20,6.0476190476190474,1.161,22,3.2,1.414,25,22,6
1147,Tener mal la chaveta,Having a bad peg,"Tener mal la cabeza, el juicio","Bad head, bad judgment",3.0476190476190474,1.83,21,6.166666666666667,0.857,18,100.0,0.391304347826087,23,3.15,2.134,20,0.0,23,2.2,0.913,25,3.95,1.849,20,17,4
1148,Tener mala leche,To have bad milk,Tener mal carácter,To have a bad temper,6.62962962962963,0.629,27,6.666666666666667,0.658,21,90.47619047619048,0.4,30,3.962962962962963,2.227,27,32.20338983050847,20,1.9545454545454546,1.397,22,3.85,1.755,20,14,3
1149,Tener mala pata,To have a bad leg,Tener mala suerte,To have bad luck,6.181818181818182,1.296,22,6.590909090909091,0.908,22,81.81818181818183,0.391304347826087,23,4.277777777777778,1.841,18,5.084745762711865,20,1.7916666666666667,0.932,24,3.111111111111111,1.826,27,13,3
1150,Tener mala uva,To have bad grape,Mala intención o carácter,Bad intention or character,4.9,1.774,20,6.75,0.55,20,100.0,0.041666666666666664,24,3.8260869565217392,1.875,23,3.389830508474576,20,1.8333333333333333,0.786,18,4.36,1.846,25,12,3
1151,Tener malas pulgas,To have a bad fleas,"Mal genio, irritable","Bad temper, irritable",4.85,2.059,20,6.2,1.152,20,95.0,0.08333333333333333,24,3.6956521739130435,1.743,23,10.0,20,1.7222222222222223,0.752,18,4.0,1.581,25,16,3
1152,Tener mano izquierda,To have a left hand,Ser hábil en situaciones difíciles,Being skillful in difficult situations,3.870967741935484,2.061,31,2.9047619047619047,2.189,21,14.285714285714285,0.08333333333333333,24,5.045454545454546,2.34,22,11.76470588235294,17,4.230769230769231,1.833,13,3.2941176470588234,1.724,17,18,3
1153,Tener mariposas en el estómago,To have butterflies in the stomach,Nervios por enamoramiento,Nervousness due to falling in love,5.84,1.143,25,6.619047619047619,1.161,21,100.0,0.3333333333333333,24,1.8333333333333333,1.404,24,78.94736842105263,19,6.136363636363637,0.99,22,5.454545454545454,1.335,22,26,5
1154,Tener más cuento que Calleja,To have more stories than Calleja,"Exagerado, fantasioso, con muchas excusas","Exaggerated, fanciful, with a lot of excuses",4.6,1.93,20,5.15,2.11,20,90.0,0.34782608695652173,23,3.3684210526315788,1.978,19,60.86956521739131,23,1.8888888888888888,0.323,18,3.75,1.113,24,24,5
1155,Tener memoria de pez,Having a memory like a fish,Poca memoria,Poor memory,6.5,1.058,22,6.818181818181818,0.395,22,100.0,0.7307692307692307,26,4.333333333333333,1.879,18,89.47368421052632,19,2.16,1.106,25,2.3333333333333335,1.687,27,17,4
1156,Tener mucha miga,Having a lot of crumbs,Tema que da mucho de sí,Subject that gives a lot of things,3.761904761904762,2.166,21,3.0952380952380953,2.364,20,19.047619047619047,0.14285714285714285,28,3.5714285714285716,2.087,21,0.0,19,5.444444444444445,1.199,19,3.9565217391304346,1.894,23,14,3
1157,Tener mucha mili,Having a lot of military service,Tener mucha experiencia,Having a lot of experience,2.3333333333333335,2.058,21,3.2777777777777777,1.841,18,61.111111111111114,0.39285714285714285,28,3.6153846153846154,2.293,13,0.0,19,5.0,1.445,24,4.2105263157894735,1.813,19,14,3
1158,Tener muchas teclas que tocar,To have a lot of keys to play,Necesitar recursos varios para solucionar un problema,Need various resources to solve a problem,1.8333333333333333,1.289,30,2.9047619047619047,2.256,21,4.761904761904762,0.30434782608695654,23,5.882352941176471,1.654,17,30.434782608695656,23,4.5,1.504,20,3.9,1.744,20,25,5
1159,Tener mucho morro,To have a lot of nose,Ser un caradura,Being a cheeky person,6.392857142857143,1.066,28,6.526315789473684,1.389,19,94.73684210526315,0.6,30,3.3157894736842106,2.311,19,25.581395348837212,22,2.0,1.054,19,3.5,1.903,26,15,3
1160,Tener mucho ojo,To have a lot of eye,Tener mucho cuidado,Being very careful,5.666666666666667,1.551,24,6.368421052631579,0.831,19,89.47368421052632,0.6666666666666666,24,3.6818181818181817,1.937,22,0.0,22,5.821428571428571,0.983,28,4.25,1.552,20,13,3
1161,Tener muchos humos,To have a lot of fumes,Ser altivo,Being haughty,4.392857142857143,2.132,28,6.473684210526316,0.841,19,26.31578947368421,0.08695652173913043,23,2.5789473684210527,1.865,19,5.263157894736842,19,2.611111111111111,1.335,18,4.04,1.567,25,16,3
1162,Tener nervios de acero,To have nerves of steel,Ser mentalmente muy fuerte,Being mentally very strong,3.642857142857143,2.376,28,5.526315789473684,2.065,19,78.94736842105263,0.5454545454545454,22,2.3684210526315788,1.707,19,44.44444444444444,18,4.875,1.455,16,4.6521739130434785,1.641,23,19,4
1163,Tener ojo clínico,Having a clinical eye,Estimar con precisión,To estimate accurately,2.52,2.084,25,4.857142857142857,2.175,21,47.61904761904761,0.4166666666666667,24,3.409090909090909,1.764,22,5.88235294117647,17,5.631578947368421,1.257,19,3.8947368421052633,1.487,19,15,3
1164,Tener ojos en la nuca,To have eyes in the back of one's head,"Estar alerta, muy prevenido","To be alert, very cautious",5.333333333333333,1.88,21,6.428571428571429,0.926,20,85.71428571428571,0.7272727272727273,22,2.772727272727273,1.95,22,55.00000000000001,20,4.333333333333333,1.426,22,3.52,1.503,25,17,5
1165,Tener pájaros en la cabeza,Having birds in the head,Inmaduro o poco juicioso,Immature or unwise,5.107142857142857,1.873,28,6.2105263157894735,1.357,19,94.73684210526315,0.14285714285714285,28,4.2105263157894735,2.097,19,85.71428571428571,21,3.1666666666666665,1.425,18,2.8846153846153846,1.532,26,22,5
1166,Tener pocas luces,Having few lights,No ser muy listo,Not very smart,5.967741935483871,1.449,31,6.476190476190476,0.75,21,95.23809523809523,0.2608695652173913,23,4.0,2.268,22,45.0,20,1.5714285714285714,0.676,21,2.1818181818181817,1.468,22,15,3
1167,Tener pocos alcances,Having few scopes,Poco talento o juicio,Poor talent or judgment,2.5714285714285716,1.63,21,2.9047619047619047,2.143,20,28.57142857142857,0.6666666666666666,24,4.55,2.139,20,0.0,19,2.235294117647059,0.903,18,2.380952380952381,1.564,21,18,3
1168,Tener potra,Having a filly,Tener suerte,To be lucky,6.225806451612903,1.309,31,6.380952380952381,1.802,21,90.47619047619048,0.3181818181818182,22,2.1363636363636362,1.283,22,0.0,19,6.333333333333333,0.856,21,5.181818181818182,1.68,22,10,2
1169,Tener rostro de cemento,Having a concrete face,"Descaro, desvergüenza","Cheeky, shameless",1.3548387096774193,0.755,31,2.7142857142857144,1.765,21,14.285714285714285,0.19047619047619047,21,3.0,1.817,21,0.0,20,1.8461538461538463,1.068,13,2.25,1.483,16,20,4
1170,Tener salero,Having salt shaker,Tener gracia,To have grace,5.285714285714286,1.586,21,6.533333333333333,0.743,15,100.0,0.17391304347826086,23,4.8,2.397,20,0.0,19,6.37037037037037,0.742,27,5.9,1.334,20,11,2
1171,Tener salud de hierro,To have iron health,Salud muy buena,Very good health,4.590909090909091,2.239,22,6.545454545454546,1.262,22,100.0,0.8695652173913043,23,2.8333333333333335,1.823,18,38.88888888888889,18,6.8,0.408,25,5.730769230769231,1.614,26,18,4
1172,Tener sangre de horchata,To have blood of tiger nut milk,Carácter calmado o inmutable,Calm or immutable character,3.75,2.507,24,4.421052631578948,2.775,19,47.368421052631575,0.28,25,1.5714285714285714,1.287,21,39.130434782608695,23,2.3181818181818183,1.46,22,2.411764705882353,1.543,17,21,4
1173,Tener sangre fría,To have cold blood,Tener serenidad,To have serenity,5.518518518518518,1.312,27,6.0476190476190474,1.359,21,66.66666666666666,0.17391304347826086,23,4.592592592592593,2.171,27,70.58823529411765,17,3.3181818181818183,1.492,22,4.5,2.065,20,15,3
1174,Tener serrín en la cabeza,To have sawdust in the head,Ser poco inteligente,Not very intelligent,3.3214285714285716,2.091,28,4.947368421052632,2.272,19,63.1578947368421,0.17391304347826086,23,3.0625,2.112,16,57.89473684210527,19,1.9411764705882353,0.827,17,1.8333333333333333,0.868,24,21,5
1175,Tener tablas,To have planks,Tener experiencia,Experienced,3.5,2.389,30,3.857142857142857,2.613,21,38.095238095238095,0.17857142857142858,28,5.235294117647059,1.985,17,0.0,19,6.0,1.188,18,3.72,1.646,25,11,2
1176,Tener un agujero en el bolsillo,Having a hole in your pocket,Ser derrochador,Being wasteful,3.1,1.918,30,4.476190476190476,2.228,21,76.19047619047619,0.45454545454545453,22,6.15,1.565,20,13.157894736842104,19,1.8461538461538463,0.925,26,2.925925925925926,2.129,27,26,6
1177,Tener un agujero en el estómago,Having a hole in the stomach,Tener mucha hambre,Being very hungry,5.619047619047619,1.499,21,5.9,1.683,20,45.0,0.625,24,2.9130434782608696,1.905,23,13.157894736842104,19,2.5,1.504,20,4.2631578947368425,2.281,19,26,6
1178,Tener un as en la manga,Having an ace up your sleeve,Recurso escondido por si hace falta,Hidden resource in case it is needed,5.387096774193548,1.726,31,6.619047619047619,0.669,21,95.23809523809523,0.6956521739130435,23,5.454545454545454,1.765,22,78.94736842105263,19,5.85,1.137,20,5.0,1.877,22,18,6
1179,Tener un día negro,Having a black day,Desafortunado o poco favorable,Unlucky or unfavorable,4.548387096774194,2.173,31,6.571428571428571,0.811,21,100.0,0.8571428571428571,21,3.3636363636363638,1.84,22,0.0,20,1.4285714285714286,0.676,21,3.090909090909091,2.114,22,15,4
1180,Tener un hambre de lobo,Having a wolf's hunger,Tener mucha hambre,Being very hungry,4.5,1.978,24,6.578947368421052,0.769,19,100.0,0.8095238095238095,21,3.1363636363636362,1.983,22,0.0,20,3.5714285714285716,1.345,28,5.05,1.317,20,19,5
1181,Tener un nudo en la garganta,Having a lump in the throat,A punto de llorar,About to cry,6.0,1.258,25,6.428571428571429,1.207,21,100.0,0.68,25,2.9166666666666665,2.339,24,100.0,19,2.090909090909091,1.192,22,3.409090909090909,1.817,22,23,6
