idiom,num_contexts,contexts
a  veces ,326,"Por  lo  tanto ,  a  veces  los  datos  que  están  disponibles  para  la  recopilación  impactan  la  estrategia  en  línea . ||| Ella  se  acredita  a  veces  como  "" Christina  Tucci "" . ||| Un  popular  escritor  de  la  época  fue  Unno  Juza ,  a  veces  llamado  "" el  padre  de  la  ciencia  ficción  japonesa "" . ||| A  pesar  de  que  los  sistemas  de  salud  en  Polonia  son  gratuitos  para  las  personas  cubiertas  con  seguro  de  salud,​  a  veces  estos  son  lentos . ||| El  evento  de  Tunguska  se  explica  a  veces  de  esta  manera . ||| Este  desempeño  se  utiliza  a  veces  en  lugar  del  vídeo  principal . ||| De  hecho ,  a  veces  debe  elegir  deliberadamente  el  mal . ||| Hannah  también  a  veces  intenta  usar  su  doble  personalidad  como  excusa . ||| Ella  es  también  muy  adinerada  y  a  veces  puede  encontrarse  ayudando  a  Kotaro  con  Chinami . ||| El  presidente  Polk  a  veces  discutía  asuntos  de  política  con  ella ."
al  corriente ,1,"Desde  el  punto  de  vista  político ,  económico  y  social ,  Japón  está  ahora  al  corriente  de  muchas  naciones  libres  de  la  tierra  y  no  volverá  a  fallar  a  la  confianza  universal .  ( ... )"
irá  de  la  mano ,1,Su  destrucción  irá  de  la  mano  con  la  destrucción  de  nuestros  enemigos .
echó  la  culpa ,1,"Durante  tres  años  y  medio  echó  la  culpa  a  su  socio  y  antiguo  vecino ,  Steve  Deever ."
la  leche,1,"Por  ejemplo ,  un  hombre  estaba  usando  a  un  bebé  muerto  para  tratar  de  suplicar  por  "" dinero  para  la  leche "" ."
en  Bitzaron,1,"Por  último ,  las  fuerzas  de  artillería  debían  mantener  sus  posiciones  anteriores ,  así  como  tomar  otras  nuevas  en  Bitzaron ."
ella  cometió,1,Ella  decide  ayudar  a  Shinagawa  para  que  no  sigan  haciendo  el  mismo  error  que  ella  cometió .
la  marihuana ,1,"Quienes  están  bajo  el  efecto  de  la  marihuana  conducen  más  despacio ,  no  corrren  tantos  riesgos "" ."
en  B-forma ,1,"( El  valor  actualmente  aceptado  para  la  separación  de  las  bases  en  B-forma  de  ADN  es  0,332  nm ) ."
que  él  quería,1,"Eventualmente ,  Hamilton  decide  que  la  nueva  vida  no  es  lo  que  él  quería ."
tengan  en  cuenta ,1,"« En  primer  lugar ,  los  precios  de  la  energía  deben  reflejar  adecuadamente  el  "" coste  real ""  de  esta  ( por  ejemplo ,  a  través  del  precio  del  carbón )  para  que  los  impactos  positivos  y  negativos  de  la  producción  de  energía  y  consumo  se  tengan  en  cuenta  por  completo » ."
en  Blackpool ,1,También  estuvieron  en  la  final  en  Blackpool  en  la  categoría  de  « menores  de  21 » .
a  full ,1,« LOOK :  Here's  a  full  list  of  team  names  and  logos  from  the  Alliance  of  American  Football »  ( en  inglés ) .
en  bruto,1,"Así  que  el  álbum  lleva  nuestra  pasión  a  un  nuevo  nivel ,  es  sólo  toda  la  energía  en  bruto » ."
en  Borny-Colombey,1,Ocho  días  más  tarde  se  nuevo  se  encontró  con  el  ejército  francés  en  Borny-Colombey .
romper  el  hielo,1,"Si  bien  las  negociaciones  estaban  en  un  punto  muerto ,  a  Israel  se  le  pidió  « romper  el  hielo » ,  haciendo  un  gesto  de  buena  voluntad ."
en  banco ,1,BNI  IV  se  convirtió  en  banco  independiente  con  el  nombre  Banco  Bumi  Daya .
El  marzo ,1,"El  marzo  de  1988 ,  personal  de  SNK  se  mudó  en  al  edificio  que  habían  construido ."
hacen  el  amor ,1,"No  hacen  el  amor  hasta  que  se  han  casado "" ."
en  b7 ,1,"Similarmente ,  el  conejo  dorado  en  b7  está  congelado ,  pero  el  gato  dorado  en  c1  no  lo  está ."
a  grandes  rasgos ,1,"La  Legión  se  subdividía  en  diez  unidades  llamadas  cohortes ,  a  grandes  rasgos  comparables  con  un  batallón  de  infantería  moderno ."
las  maracas ,1,"Cabe  destacar  que  en  el  joropo  oriental ,  el  cuatro  y  las  maracas  son  ejecutados  de  una  manera  mucho  más  libre  y  compleja  que  en  el  resto  de  los  joropos  venezolanos ."
por  Poder ,1,Desde  entonces  1  de  abril  de  2005  lo  también  opera  la  red  de  transmisión  de  la  electricidad  en  Escocia  ( a  pesar  de  que  esto  es  todavía  poseído  por  Poder  escocés  y  Energía  &  Del  sur  escocesa ) .
en  Bollywood ,1,Debutó  en  Bollywood  con  Love  Story  2050 .
a  sus  pies,1,"Se  muestra  a  Salomón ,  rey  de  los  judíos ,  en  el  trono ,  con  los  dignatarios  de  la  corte  y  dos  mujeres  a  sus  pies ."
En  Blanco,1,"Valencia ,  Spain  La  Noche  En  Blanco ."
El  Maratón ,1,"El  Maratón  Alpino  Madrileño  es  la  única  carrera  en  el  mundo  en  la  que  no  hay  finishers ,  sino  supervivientes ."
en  bestsellers,1,"Sus  memorias ,  publicadas  en  tres  volúmenes  entre  1998  y  2000 ,  se  transformaron  en  bestsellers ."
en  brindar ,1,El  mellah  de  Fez  no  siempre  tuvo  éxito  en  brindar  protección  a  sus  habitantes .
echando  una  mano,1,"Luke  le  pregunta  si  puede  ayudar ,  ya  que  el  resto  del  grupo  de  Magna  ya  está  echando  una  mano ."
en  Barry ,1,La  tercera  temporada  fue  filmada  y  ambientada  en  Barry  ( Barry  Island ) .
los  Marathas,1,"Sin  embargo ,  Jai  Singh  recomienda  un  acuerdo  pacífico  con  los  Marathas ."
Acababan  de ,1,"Acababan  de  tener  su  gran  éxito ,  "" Light  My  Fire ""  y  el  álbum  habían  despegado ..."
tercera  edad ,1,"A  nivel  mundial ,  el  número  de  personas  de  la  tercera  edad  se  espera  que  supere  el  número  de  niños  por  primera  vez  en  2045 ."
cambió  de  manos ,1,Esto  marcó  la  primera  vez  en  que  el  título  cambió  de  manos  fuera  de  NJPW .
En  Bolivia,1,"En  Bolivia ,  el  Sistema  Interconectado  Nacional  ( SIN )  conecta  a  los  mayores  centros  urbanos  y  representa  el  83%  de  la  capacidad  instalada ."
los  millets ,1,"La  esencia  del  sistema  de  los  millets  no  era  desmantelada ,  pero  se  aplicaban  organizaciones  y  políticas  seculares ."
en  Bethel ,1,"En  2010 ,  Walker-Smith  declaró  que  estaba  "" en  Bethel  una  a  dos  veces  al  mes  en  estos  momentos ."
a  pulso ,1,« El  Español  se  gana  a  pulso  el  descenso » .
y  un  huevo ,1,"Toto ,  el  padre  de  una  pareja ,  logra  salvar  uno  de  sus  huevos  y  un  huevo  perteneciente  a  otra  pareja ."
de  autorreflexión,1,En  un  intento  de  comparar  los  motivos  de  autoevaluación  ( excluyendo  la  auto-mejora )  se  empleó  una  tarea  de  autorreflexión .
Respect!en  Boonton,1,"En  2013 ,  apareció  en  dos  luchas  con  la  promoción  Wrestling  Is ... Respect!en  Boonton ,  New  Jersey ."
dará  cuenta  de ,1,"Más  tarde  se  dará  cuenta  de  que  esa  chica  es  Mia ,  la  hija  de  dieciséis  años  de  Bill ."
en  Bombay ,1,"Repite  sus  demandas  expresadas  en  Bombay  en  1964  para  una  gran  escala  sobre  una  Organización  Mundial  para  el  Desarrollo ,  como  una  cuestión  de  justicia  y  paz  internacionales ."
piedra  en  el  zapato ,1,Otra  figura  que  promete  ser  una  piedra  en  el  zapato  de  la  protagonista  es  Pedro .
en  Bilderberg,1,"La  idea  de  crear  una  Unión  Europea ,  que  había  sido  propuesta  por  primera  vez  por  Robert  Schuman  el  9  de  mayo  de  1950 ,  fue  apoyada  en  Bilderberg ."
en  Bella ,1,"Un  mes  después ,  en  Bella  Coola ,  Columbia  Británica ,  Banner  se  transforma  con  éxito  de  manera  controlada ."
en  baja,1,"Los  programas  para  adolescentes ,  en  baja ."
en  Bastiengasse ,1,La  clínica  está  registrada  como  un  lugar  de  importancia  histórica  y  se  encuentra  en  Bastiengasse  36-38  en  Viena .
Se  comentaba ,1,"Se  comentaba  como  chiste  que  si  alguien  gritaba  ' Gas ' ,  todos  en  Francia  se  ponían  una  máscara .  ..."
En  su  vida,1,"San  Francisco ,  CA :  Inner  Light  Books  En  su  vida ,  Woolman  no  tuvo  éxito  en  erradicar  esclavitud  incluso  dentro  de  la  Sociedad  de  Amigos  en  América  colonial ."
hicieron  la  paz,1,"Los  dos  hicieron  la  paz ,  pero  pronto  volvió  al  conflicto ."
sacar  a  la  luz ,1,La  mayoría  de  estas  películas  ha  sido  aclamada  para  sacar  a  la  luz  las  muchas  circunstancias  que  padecen  los  inmigrantes  durante  su  viaje  a  Estados  Unidos .
hablando  consigo ,1,El  vídeo  de  vigilancia  de  la  habitación  es  visto  por  la  madre  y  el  psiquiatra  y  se  muestra  que  Zoe  está  hablando  consigo  misma .
En  Bakú,1,"En  Bakú ,  el  centro  de  la  industria  petrolera  de  Rusia ,  las  tensiones  de  clase  se  mezclaron  con  las  rivalidades  étnicas ."
quiero  decirles ,1,"Pero  quiero  decirles  que  no  somos  bandidos  ni  ladrones ,  como  nos  han  acusado  los  americanos ,  sino  miembros  de  la  fuerza  revolucionaria  que  defendió  a  nuestra  madre  patria ,  las  Filipinas ."
Los  militantes ,1,Los  militantes  también  exigieron  que  representantes  de  la  Cruz  Roja  Internacional  y  Médicos  Sin  Fronteras  llegaran  al  teatro  para  dirigir  las  negociaciones .
hacer  la  paz,1,"A  pesar  de  varios  intentos  de  hacer  la  paz ,  tanto  por  los  de  Carolina  del  Sur  y  de  los  individuos  Yamasee ,  el  conflicto  entre  los  dos  continuó  durante  décadas ."
que  se  quedará ,1,Ella  le  dice  que  se  quedará  en  la  Casa  de  Brooklyn .
mala  sangre,1,Se  utilizaban  para  succionar  la  « mala  sangre »  de  los  órganos  internos  a  la  superficie .
en  Bury,1,"Hart  murió  el  20  de  agosto  de  1996 ,  pero  nunca  había  recibido  ningún  reconocimiento  formal  durante  su  vida  en  Bury ."
a  Punto ,1,"« Boricua  a  Punto  de  Abordar  El  Discovery ,  Acaba  llevara  bandera  de  PR » ."
deja  caer ,1,"Él  y  "" A ""  lucha  por  el  arma ,  que  se  deja  caer  en  la  lucha ."
En  lo  sucesivo ,1,"( No .  21a )  se  cambió  de  "" Por  Treinta  y  cinco  años  he  estado  sobrio  y  cauteloso ""  a  "" En  lo  sucesivo  todos  los  crímenes  que  encuentro  en  los  tiempos  "" ."
de  nariz,1,La  primera  ocasión  fue  un  « trabajo  de  nariz »  a  la  edad  de  18  años .
da  de  él ,1,"No  obstante ,  el  relato  que  se  da  de  él  durante  la  rebelión  de  Absalón  ( 2  Samuel  15  -  17 )  muestra  que  en  su  caso  el  título  no  era  meramente  oficial ."
En  bajas ,1,"En  bajas  concentraciones ,  tiene  uso  en  salud  pública ."
las  Marzas ,1,Varios  vecinos  se  unen  para  cantar  las  Marzas  por  los  distintos  barrios  para  desear  una  buena  y  productiva  primavera .
hacer  caso  omiso ,1,Larry  entiende  y  decide  hacer  caso  omiso  de  las  protestas  de  Charlie .
en  otras  palabras ,1,"O  en  otras  palabras  ( en  la  mayoría  de  los  casos ) ,  una  forma  de  caja ."
los  marines,1,"Utilizamos  solo  los  marines ,  sin  actores  ni  actrices ."
en  birmano,1,"En  general ,  no  existe  evidencia  histórica  de  ningún  tipo  ( en  birmano ,  shan  o  cualquier  otra  cosa )  que  indique  la  etnicidad  de  su  padre  o  de  los  tres  hermanos ."
no  van  más ,1,"Desde  el  1  de  enero  de  2010  en  las  competencias ,  las  mujeres  solamente  pueden  usar  trajes  que  no  van  más  allá  de  las  rodillas  o  los  hombros ."
él  comenzó,1,"Desde  la  muerte  en  1985  de  su  marido ,  la  condesa  de  Bournazel  ha  hecho  grandes  esfuerzos  para  continuar  con  la  magnífica  labor  que  él  comenzó ."
talón  de  Aquiles ,1,"Las  relaciones  personales ,  especialmente  las  románticas ,  puede  ser  el  talón  de  Aquiles  de  los  INTJ  ..."
en  Bayamo,1,Por  esta  época  Carlos  Manuel  todavía  vivía  en  Bayamo .
oír  hablar  de ,1,Esa  noche  se  entristecieron  al  oír  hablar  de  la  muerte  de  otra  leyenda  del  jazz :  Ella  Fitzgerald .
en  Basseterre,1,Ella  también  posee  una  exhibición  y  una  tienda  en  Basseterre .
en  Brentwood,1,"El  2  de  junio ,  fue  atacado  en  Brentwood ."
en  Bahrein ,1,"El  American  Mission  Hospital ,  afiliado  a  la  Iglesia  Evangélica  Nacional  ( Bahrein ) ,  ha  operado  continuamente  en  Bahrein  durante  más  de  un  siglo ."
el  margrave,1,El  papa  Sixto  V  tenía  grandes  esperanzas  para  el  margrave .
al  aparato ,1,"Por  ejemplo ,  en  una  condición  de  retraso ,  el  primer  animal  tiene  acceso  al  aparato  antes  que  el  otro ."
en  pañales ,1,« La  Liga  en  pañales  de  1984 » .
en  Big ,1,"También  fueron  presentadores  invitados  en  Big  Brother's  Big  Mouth  ,  del  10  de  julio  al  14  de  julio  de  2007 ."
planta  cara ,1,« El  Portugalete  planta  cara  al  Getafe » .
en  Biograph ,1,"El  rodaje  en  Nueva  York  incluyó  61  sets  en  Biograph  Studios ,  así  como  algunos  exteriores ."
séptimo  cielo ,1,"Según  Johann  Weyer ,  formó  parte  de  dos  órdenes ,  el  de  ángeles  y  potestats  ( poderes )  y  tiene  la  esperanza  vana  de  regresar  al  séptimo  cielo  después  de  doce  siglos ."
adelantada  a  su  época ,1,Martin  fue  una  adelantada  a  su  época  en  la  comprensión  de  los  aspectos  culturales  de  la  salud  de  las  homosexuales .
en  Borland ,1,Estaba  anunciado  como  una  solución  gratuita  de  archivado  y  fue  escrito  en  Borland  Delphi .
se  cometió ,1,Un  poco  más  tarde  durante  el  mismo  año  se  cometió  el  primer  delito  informático  del  mundo .
en  Bulawayo,1,"Ese  día ,  él  y  Mugabe  se  reunieron  en  Bulawayo ."
contrayendo  matrimonio,1,"Como  resultado  de  su  retrato  de  una  pareja  de  lesbianas  contrayendo  matrimonio ,  el  episodio  atrajo  cierta  controversia  en  los  Estados  Unidos ."
ganarse  la  vida,1,Este  modelo  considera  la  producción  como  un  proyecto  humano  socialmente  construido  y  redefine  los  salarios  como  medio  para  ganarse  la  vida .
por  Finch's ,1,El  álbum  fue  influenciado  por  Finch's  What  it  Is  Burn  ( 2002 ) .
como  de  costumbre ,1,Pip  toma  demasiado  como  de  costumbre  y  abusa  de  la  hospitalidad  de  Mole  Man .
que  se  quebrara ,1,Altura  original  antes  de  que  se  quebrara  en  fragmentos .
El  marcado ,1,"El  marcado  opcional  del  sexo  en  Novial ,  especialmente  en  la  tercera  persona  del  plural ,  permite  una  mayor  flexibilidad  que  en  Esperanto ,  al  menos  en  este  caso ."
en  Blanco ,1,"1932 ) ,  una  colección  de  su  trabajo  que  había  sido  publicado  en  Blanco  y  Negro  a  finales  del  siglo  XIX ."
a  ciencia  cierta ,1,"No  se  sabe  a  ciencia  cierta  cuantos  fusiles  fueron  producidos ,  pero  frecuentemente  se  ha  estimado  que  más  de  6.500  fueron  suministrados  hasta  septiembre  de  1939 ."
en  Bosqueverde,1,"Como  Marc  Spector ,  fue  juzgado  por  asesinato  en  Bosqueverde ,  América  del  Sur ."
hacen  las  paces ,1,Los  dos  entonces  hacen  las  paces  ya  que  tienen  una  barbacoa  con  Damon  y  todo  el  equipo  de  BAU .
abusar  del ,1,Los  litigantes  también  pueden  abusar  del  sistema  de  manera  criminal .
en  Broad ,1,La  estación  actual  en  Broad  Street  data  de  1996 .
tenían  en  mente ,1,"El  concepto  que  tenían  en  mente  de  escribir  para  la  Segunda  Temporada  era  ""  once  años  y  el  mundo  no  le  importa "" ."
de  Seguros ,1,En  esos  años  también  co-fundó  el  Banco  del  Norte  de  Alemania  y  la  Compañía  de  Seguros  del  Norte  de  Alemania .
los  maratones ,1,"También  es  un  corredor  aficionado ,  después  de  haber  completado  los  maratones  en  Hamburgo  y  Nueva  York ."
en  bandido ,1,"Recuerda  que  se  convirtió  en  bandido  por  casualidad ,  debido  a  la  pobreza  y  la  injusticia  del  estado  italiano ."
llevará  a  cabo,1,"La  estrategia  detalla  una  gama  de  actividades  que  el  Gobierno  de  Canadá  llevará  a  cabo ,  y  las  inversiones  que  realizará ,  para  apoyar  los  objetivos ."
que  le  queda,1,Al  final  su  amor  por  Shuji  es  lo  último  de  humanidad  que  le  queda .
en  Baden-Baden,1,"En  1859  adquirió  una  villa  en  Baden-Baden ,  su  lugar  favorito  de  vacaciones ."
en  BKN ,1,"Kong  fue  creado  para  competir  con  Godzilla :  la  Serie ,  y  emitió  por  primera  vez  en  BKN  en  el  año  2000 ."
En  marcha ,1,En  marcha  ciudad  deportiva  Millito  Navarro .
moneda  corriente,1,"Aunque  el  Manual  de  la  Ley  Militar  de  1914  declaró  específicamente  que  el  Castigo  de  Campo  no  debe  ser  aplicado  de  tal  manera  que  cause  daño  físico ,  en  la  práctica  los  abusos  eran  moneda  corriente ."
en  barro ,1,« Muestran  la  muerte  en  barro  policromado » .
acontecimientos  del  Acto ,1,Los  acontecimientos  del  Acto  I  de  la  versión  de  1737  aparece  en  el  Acto  II  de  la  versión  de  1754 .
en  Britton ,1,"Más  tarde  trabajó  como  diseñador  de  software  en  Britton  Lee ,  Inc .."
en  Bengasi,1,"Sin  embargo ,  esta  industria  cada  vez  es  más  importante  en  Bengasi ."
en  batería ,1,( Originalmente  era  en  batería  electrónica )  y  la  completa  re-edición  y  mezcla  de  las  canciones .
dejaron  en  paz,1,"Cuándo  dije  esto ,  me  dejaron  en  paz ."
cayendo  bien,1,« Creo  que  me  hice  tres  IRM  en  dos  meses  porque  no  estaba  cayendo  bien .
cuando  Menos ,1,"Sin  embargo ,  cuando  Menos  es  congela ,  Más  ya  no  puede  sentir  a  su  hermano ."
en  Benín ,1,Cerca  de  42  grupos  étnicos  africanos  viven  en  este  país ;  estos  diversos  grupos  se  asentaron  en  Benín  en  tiempos  diferentes  y  también  se  migraron  en  el  país .
en  las  botellas,1,"Además ,  el  agua  de  SODIS  no  es  almacenada  durante  tales  períodos  largos  en  las  botellas ."
prestó  atención ,1,"Aunque  Barth  no  fue  el  primer  visitante  europeo  que  prestó  atención  a  las  tradiciones  orales  locales ,  fue  el  primero  que  consideró  seriamente  su  metodología  y  su  uso  para  la  investigación  histórica ."
En  Best ,1,"En  Best  in  the  World  ' 16  ,  Moose  se  unió  a  War  Machine  pero  perdió  contra  Bullet  Club ."
los  milénicos,1,Otros  grupos  socioeconómicos  a  menudo  no  muestran  los  mismos  atributos  que  se  atribuyen  comúnmente  a  los  milénicos .
A  los  participantes ,1,A  los  participantes  normalmente  se  les  ofrece  una  o  dos  experiencias  culturales  así  como  aprendizaje  formal .
en  Batavia,1,"No  obstante ,  fue  incapaz  de  atraer  a  nuevos  colonos  debido  a  los  altos  impuestos  y ,  por  ello ,  vendió  las  tierras  a  quienes  ya  estaban  en  Batavia ."
la  millonaria ,1,Todo  comienza  en  la  fiesta  de  fin  de  año  que  da  la  millonaria  familia  Montero .
iba  a  parar ,1,"Esto  culminó  un  día ,  cuando  yo  iba  a  Warner  Bros  y  iba  a  parar  en  la  casa  de  Brian ."
tenga  lugar,1,"Dos  condiciones  pueden  impedir  que  un  debate  tenga  lugar :  o  un  estado  de  emergencia ,  o  hay  menos  de  seis  meses  en  la  actual  legislatura  de  la  Cámara  de  Representantes ."
